La préservation de l environnement est une chose ...;Les découvertes scientifiques améliorent-elles la vie ?;Fonctionnement de la justice;La société française a-t-elle besoin de se transformer ?;Sexe;Diplôme;Profession;Age
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : sans opinion;oui;féminin;aucun;autre employé qual.;25
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;masculin;CEP ou fin études;ouvrier qualifié;31
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;masculin;CEP ou fin études;ouvrier qualifié;55
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;non;masculin;aucun;contremaître;50
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;ne sait pas;féminin;BEPC-BE-BEPS;personnel de service;19
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;féminin;CEP ou fin études;autre employé qual.;68
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;masculin;brevet sup.;cadre moyen;68
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;non;masculin;université,gde école;profession libérale;43
préservation env. très importante;découvertes améliorent la vie : pas du tout;Fonctionnement de la justice : très mauvais;oui;féminin;aucun;autre emp. non qual.;38
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : sans opinion;non;féminin;aucun;personnel de service;47
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;féminin;CEP ou fin études;personnel de service;75
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;féminin;baccalauréat (1/2);autre employé qual.;20
préservation env. très importante;découvertes améliorent la vie : pas du tout;Fonctionnement de la justice : très mauvais;oui;masculin;CEP ou fin études;manoeuvre;21
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;oui;masculin;CEP ou fin études;ouvrier spécialisé;44
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;oui;féminin;CEP ou fin études;ouvrier spécialisé;21
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;non;masculin;CEP ou fin études;ouvrier qualifié;38
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;oui;féminin;CEP ou fin études;personnel de service;32
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : très mauvais;oui;masculin;aucun;personnel de service;51
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;féminin;BEPC-BE-BEPS;Non communiqué;18
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;oui;féminin;CEP ou fin études;personnel de service;27
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;féminin;CEP ou fin études;autre emp. non qual.;59
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;oui;féminin;CEP ou fin études;ouvrier qualifié;29
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;oui;masculin;CEP ou fin études;ouvrier qualifié;69
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;masculin;CEP ou fin études;petit commercant;42
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : très mauvais;non;masculin;université,gde école;cadre supérieur;45
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;ne sait pas;masculin;CEP ou fin études;cadre moyen;33
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;féminin;baccalauréat (1/2);cadre moyen;36
préservation env. très importante;découvertes améliorent la vie : pas du tout;Fonctionnement de la justice : très mauvais;oui;féminin;université,gde école;autre emp. non qual.;22
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;masculin;université,gde école;cadre supérieur;29
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;oui;féminin;CEP ou fin études;ouvrier spécialisé;55
préservation env. assez importante;découvertes améliorent la vie : pas du tout;Fonctionnement de la justice : très mauvais;oui;féminin;BEPC-BE-BEPS;ouvrier spécialisé;31
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;oui;masculin;aucun;ouvrier qualifié;21
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;oui;féminin;CEP ou fin études;ouvrier spécialisé;56
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : très mauvais;oui;masculin;CEP ou fin études;ouvrier qualifié;27
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;oui;masculin;CEP ou fin études;ouvrier qualifié;51
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : très mauvais;oui;masculin;CEP ou fin études;ouvrier qualifié;41
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : très mauvais;oui;féminin;CEP ou fin études;personnel de service;23
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;féminin;baccalauréat (1/2);Non communiqué;19
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;oui;féminin;baccalauréat (1/2);Non communiqué;20
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;féminin;CEP ou fin études;personnel de service;25
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : sans opinion;ne sait pas;féminin;université,gde école;cadre supérieur;39
préservation env. très importante;découvertes améliorent la vie : pas du tout;Fonctionnement de la justice : assez mauvais;oui;féminin;baccalauréat (1/2);cadre moyen;43
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : ne veut pas répondre;non;féminin;BEPC-BE-BEPS;petit commercant;58
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;oui;masculin;université,gde école;contremaître;80
préservation env. peu importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : très bon;oui;masculin;aucun;autre emp. non qual.;78
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : sans opinion;oui;féminin;brevet sup.;cadre moyen;90
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;masculin;université,gde école;cadre supérieur;67
préservation env. peu importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;non;masculin;CEP ou fin études;ouvrier qualifié;63
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;masculin;CEP ou fin études;patron indus.commer.;65
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;oui;féminin;université,gde école;petit commercant;35
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;non;masculin;CEP ou fin études;cadre supérieur;41
