ptt dèj;goûter;soirée;après déjeuner;après dîner;tt moment;maison;travail;salon de t;amis;resto;bar;variété;comment;sucre;forme;lieuachat;type;sexe;CSP;Sport;âge;âge_Q;fréquence;évasion-exotisme;spiritualité;bon pr la santé;diurétique;convivialité;absorption fer;féminin;raffiné;amaigrissant;excitant;relaxant;ss effet santé
Pas.ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;Pas.resto;Pas.bar;parfumé;pur;Pas.sucré;sachet+vrac;GMS;t_variable;F;étudiant;sportif;21;15-24;+ de 2/jour;Pas.évasion-exotisme;Pas.spiritualité;Pas.bon pr la santé;diurétique;convivialité;absorption fer;féminin;raffiné;Pas.amaigrissant;excitant;Pas.relaxant;Pas.ss effet santé
Pas.ptt dèj;goûter;soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;amis;Pas.resto;Pas.bar;parfumé;citron;sucré;sachet;GMS;t_bas_de_gamme;F;non actif;Pas.sportif;72;60 et +;1 à 2/sem;évasion-exotisme;spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;féminin;raffiné;amaigrissant;excitant;relaxant;Pas.ss effet santé
ptt dèj;Pas.goûter;Pas.soirée;après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;amis;Pas.resto;Pas.bar;parfumé;lait;sucré;sachet;GMS;t_marque_connue;F;non actif;sportif;53;45-59;+ de 2/jour;évasion-exotisme;spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;féminin;raffiné;amaigrissant;excitant;relaxant;Pas.ss effet santé
Pas.ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;travail;Pas.salon de t;amis;resto;Pas.bar;parfumé;lait;sucré;sachet;GMS;t_inconnu;F;autre actif;sportif;32;25-34;1/jour;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;Pas.diurétique;convivialité;Pas.absorption fer;féminin;Pas.raffiné;Pas.amaigrissant;excitant;Pas.relaxant;Pas.ss effet santé
Pas.ptt dèj;goûter;soirée;après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;salon de t;amis;Pas.resto;bar;parfumé;pur;Pas.sucré;sachet+vrac;GMS+mag.spé.;t_variable;F;cadre sup;sportif;50;45-59;+ de 2/jour;évasion-exotisme;spiritualité;bon pr la santé;diurétique;convivialité;absorption fer;féminin;Pas.raffiné;Pas.amaigrissant;Pas.excitant;Pas.relaxant;Pas.ss effet santé
Pas.ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;amis;Pas.resto;Pas.bar;vert;lait;Pas.sucré;sachet;GMS;t_variable;F;non actif;sportif;68;60 et +;1 à 2/sem;Pas.évasion-exotisme;spiritualité;bon pr la santé;diurétique;convivialité;absorption fer;féminin;raffiné;Pas.amaigrissant;Pas.excitant;relaxant;ss effet santé
ptt dèj;goûter;soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;Pas.travail;salon de t;amis;Pas.resto;Pas.bar;vert;lait;Pas.sucré;sachet+vrac;magasin spécialisé;t_haut_de_gamme;H;cadre sup;sportif;50;45-59;+ de 2/jour;évasion-exotisme;spiritualité;Pas.bon pr la santé;diurétique;convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;excitant;relaxant;ss effet santé
Pas.ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;Pas.travail;Pas.salon de t;amis;resto;Pas.bar;parfumé;pur;sucré;sachet;GMS;t_variable;F;autre actif;Pas.sportif;36;35-44;1 à 2/sem;évasion-exotisme;spiritualité;Pas.bon pr la santé;diurétique;convivialité;Pas.absorption fer;féminin;raffiné;Pas.amaigrissant;excitant;Pas.relaxant;ss effet santé
ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;Pas.travail;Pas.salon de t;amis;Pas.resto;Pas.bar;noir;citron;sucré;sachet;magasin spécialisé;t_haut_de_gamme;F;non actif;Pas.sportif;73;60 et +;+ de 2/jour;Pas.évasion-exotisme;Pas.spiritualité;Pas.bon pr la santé;diurétique;convivialité;Pas.absorption fer;féminin;raffiné;amaigrissant;Pas.excitant;relaxant;ss effet santé
ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;Pas.resto;Pas.bar;noir;lait;sucré;sachet;GMS;t_MDD;H;employé;sportif;41;35-44;1/jour;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;Pas.excitant;relaxant;Pas.ss effet santé
